t MSD1 MSD2 MSD3 MSD4 MSD5 MSD6 MSD7 MSD8 MSD9 MSD10 
21000	39281673.6149	9524581.3402	12253810.0338	1727311.29579	9310281.24839	29074204.0658	38962899.8982	27338250.1629	11356.5978597	41845233.4139	
22000	43111859.4776	10453282.0151	13448625.9782	1895733.93914	10218086.4495	31909103.782	42762003.5164	30003884.5326	12463.9305308	45925380.8897	
23000	47120193.5199	11425178.0702	14699014.7571	2071990.19381	11168115.1483	34875859.2989	46737809.6284	32793501.8961	13622.7670471	50195302.6666	
24000	51306675.7419	12440269.5056	16004976.3707	2256080.0598	12160367.3448	37974470.6165	50890318.2343	35707102.2536	14833.1074086	54654998.7447	
25000	55671306.1436	13498556.3211	17366510.8189	2448003.53711	13194843.0391	41204937.735	55219529.3341	38744685.6051	16094.9516152	59304469.124	
26000	60214084.7249	14600038.517	18783618.1017	2647760.62574	14271542.2311	44567260.6541	59725442.9278	41906251.9504	17408.299667	64143713.8046	
27000	64935011.4858	15744716.093	20256298.2192	2855351.32569	15390464.9208	48061439.3741	64408059.0153	45191801.2897	18773.151564	69172732.7863	
28000	69834086.4265	16932589.0492	21784551.1712	3070775.63695	16551611.1083	51687473.8947	69267377.5968	48601333.623	20189.5073061	74391526.0692	
29000	74911309.5468	18163657.3857	23368376.9579	3294033.55954	17754980.7934	55445364.2162	74303398.672	52134848.9502	21657.3668935	79800093.6533	
30000	80166680.8467	19437921.1024	25007775.5792	3525125.09344	19000573.9763	59335110.3383	79516122.2412	55792347.2713	23176.7303259	85398435.5386	
31000	85600200.3263	20755380.1994	26702747.0351	3764050.23866	20288390.6569	63356712.2613	84905548.3042	59573828.5863	24747.5976036	91186551.7251	
32000	91211867.9856	22116034.6766	28453291.3257	4010808.9952	21618430.8353	67510169.985	90471676.8611	63479292.8953	26369.9687264	97164442.2128	
33000	97001683.8245	23519884.534	30259408.4508	4265401.36306	22990694.5113	71795483.5094	96214507.9118	67508740.1983	28043.8436944	103332107.002	
34000	102969647.843	24966929.7716	32121098.4106	4527827.34224	24405181.6851	76212652.8346	102134041.456	71662170.4951	29769.2225075	109689546.092	
35000	109115760.041	26457170.3894	34038361.205	4798086.93274	25861892.3566	80761677.9605	108230277.495	75939583.7859	31546.1051659	116236759.483	
36000	115440020.419	27990606.3875	36011196.8341	5076180.13455	27360826.5259	85442558.8872	114503216.027	80340980.0707	33374.4916693	122973747.176	
37000	121942428.977	29567237.7658	38039605.2977	5362106.94769	28901984.1929	90255295.6147	120952857.054	84866359.3493	35254.382018	129900509.169	
38000	128622985.714	31187064.5244	40123586.596	5655867.37214	30485365.3575	95199888.1429	127579200.574	89515721.6219	37185.7762118	137017045.464	
39000	135481690.631	32850086.6631	42263140.7289	5957461.40791	32110970.02	100276336.472	134382246.588	94289066.8885	39168.6742508	144323356.06	
40000	142518543.727	34556304.1821	44458267.6964	6266889.055	33778798.1801	105484640.602	141361995.095	99186395.149	41203.076135	151819440.958	
41000	149733545.004	36305717.0814	46708967.4985	6584150.31341	35488849.838	110824800.532	148518446.097	104207706.403	43288.9818643	159505300.156	
42000	157126694.46	38098325.3608	49015240.1353	6909245.18314	37241124.9936	116296816.263	155851599.593	109353000.652	45426.3914388	167380933.656	
43000	164697992.095	39934129.0205	51377085.6066	7242173.66419	39035623.6469	121900687.795	163361455.582	114622277.894	47615.3048585	175446341.457	
44000	172447437.91	41813128.0604	53794503.9126	7582935.75656	40872345.7979	127636415.128	171048014.065	120015538.13	49855.7221233	183701523.559	
45000	180375031.905	43735322.4805	56267495.0532	7931531.46024	42751291.4467	133503998.261	178911275.043	125532781.36	52147.6432334	192146479.962	
46000	188480774.08	45700712.2809	58796059.0285	8287960.77524	44672460.5932	139503437.195	186951238.514	131174007.584	54491.0681885	200781210.666	
47000	196764664.434	47709297.4615	61380195.8383	8652223.70157	46635853.2374	145634731.93	195167904.479	136939216.803	56885.9969889	209605715.672	
48000	205226702.968	49761078.0223	64019905.4828	9024320.23921	48641469.3794	151897882.466	203561272.937	142828409.015	59332.4296344	218619994.979	
49000	213866889.681	51856053.9633	66715187.9619	9404250.38817	50689309.019	158292888.803	212131343.89	148841584.22	61830.3661251	227824048.587	
50000	222685224.574	53994225.2846	69466043.2756	9792014.14844	52779372.1564	164819750.94	220878117.337	154978742.42	64379.8064609	237217876.496	
51000	231681707.647	56175591.9861	72272471.4239	10187611.52	54911658.7915	171478468.878	229801593.277	161239883.614	66980.750642	246801478.707	
52000	240856338.899	58400154.0678	75134472.4069	10591042.503	57086168.9244	178269042.617	238901771.711	167625007.802	69633.1986681	256574855.218	
53000	250209118.332	60667911.5298	78052046.2245	11002307.0972	59302902.555	185191472.156	248178652.639	174134114.983	72337.1505395	266538006.031	
54000	259740045.943	62978864.3719	81025192.8767	11421405.3027	61561859.6833	192245757.496	257632236.061	180767205.159	75092.606256	276690931.145	
55000	269449121.735	65333012.5943	84053912.3635	11848337.1196	63863040.3093	199431898.637	267262521.977	187524278.329	77899.5658177	287033630.56	
56000	279336345.706	67730356.197	87138204.6849	12283102.5478	66206444.433	206749895.579	277069510.387	194405334.492	80758.0292246	297566104.277	
57000	289401717.857	70170895.1798	90278069.841	12725701.5873	68592072.0545	214199748.321	287053201.291	201410373.649	83667.9964766	308288352.294	
58000	299645238.187	72654629.5429	93473507.8316	13176134.2381	71019923.1737	221781456.865	297213594.688	208539395.801	86629.4675738	319200374.613	
59000	310066906.697	75181559.2862	96724518.6569	13634400.5003	73489997.7906	229495021.209	307550690.579	215792400.946	89642.4425162	330302171.233	
60000	320666723.387	77751684.4098	100031102.317	14100500.3738	76002295.9052	237340441.353	318064488.965	223169389.085	92706.9213037	341593742.154	
61000	331444688.256	80365004.9136	103393258.811	14574433.8585	78556817.5176	245317717.299	328754989.844	230670360.218	95822.9039364	353075087.377	
62000	342400801.305	83021520.7976	106810988.141	15056200.9546	81153562.6277	253426849.045	339622193.217	238295314.345	98990.3904143	364746206.9	
63000	353535062.534	85721232.0618	110284290.304	15545801.6621	83792531.2355	261667836.592	350666099.084	246044251.466	102209.380737	376607100.725	
64000	364847471.942	88464138.7063	113813165.303	16043235.9808	86473723.3411	270040679.94	361886707.444	253917171.581	105479.874906	388657768.851	
65000	376338029.53	91250240.7309	117397613.136	16548503.9109	89197138.9444	278545379.088	373284018.299	261914074.69	108801.872919	400898211.279	
66000	388006735.298	94079538.1358	121037633.803	17061605.4522	91962778.0454	287181934.038	384858031.647	270034960.793	112175.374778	413328428.007	
67000	399853589.245	96952030.921	124733227.306	17582540.6049	94770640.6441	295950344.788	396608747.49	278279829.89	115600.380481	425948419.037	
68000	411878591.372	99867719.0864	128484393.643	18111309.369	97620726.7405	304850611.338	408536165.826	286648681.98	119076.89003	438758184.367	
69000	424081741.679	102826602.632	132291132.814	18647911.7443	100513036.335	313882733.69	420640286.656	295141517.065	122604.903424	451757723.999	
70000	436463040.165	105828681.558	136153444.82	19192347.731	103447569.427	323046711.842	432921109.98	303758335.144	126184.420663	464947037.932	
71000	449022486.831	108873955.864	140071329.661	19744617.3289	106424326.016	332342545.795	445378635.797	312499136.216	129815.441748	478326126.167	
72000	461760081.677	111962425.55	144044787.336	20304720.5382	109443306.104	341770235.549	458012864.109	321363920.283	133497.966677	491894988.702	
73000	474675824.702	115094090.617	148073817.846	20872657.3588	112504509.689	351329781.103	470823794.915	330352687.343	137231.995452	505653625.539	
74000	487769715.907	118268951.063	152158421.191	21448427.7908	115607936.771	361021182.459	483811428.214	339465437.397	141017.528072	519602036.677	
75000	501041755.292	121487006.89	156298597.37	22032031.834	118753587.352	370844439.615	496975764.007	348702170.446	144854.564537	533740222.116	
76000	514491942.856	124748258.097	160494346.384	22623469.4886	121941461.43	380799552.571	510316802.294	358062886.488	148743.104847	548068181.857	
77000	528120278.6	128052704.685	164745668.232	23222740.7545	125171559.006	390886521.329	523834543.075	367547585.524	152683.149003	562585915.898	
78000	541926762.524	131400346.653	169052562.915	23829845.6317	128443880.08	401105345.887	537528986.35	377156267.554	156674.697003	577293424.241	
79000	555911394.627	134791184.0	173415030.433	24444784.1202	131758424.651	411456026.246	551400132.119	386888932.578	160717.748849	592190706.885	
80000	570074174.91	138225216.729	177833070.786	25067556.22	135115192.72	421938562.406	565447980.382	396745580.596	164812.30454	607277763.83	
81000	584415103.373	141702444.837	182306683.972	25698161.9312	138514184.287	432552954.367	579672531.138	406726211.608	168958.364076	622554595.077	
82000	598934180.015	145222868.325	186835869.994	26336601.2537	141955399.352	443299202.128	594073784.388	416830825.614	173155.927457	638021200.624	
83000	613631404.837	148786487.194	191420628.85	26982874.1875	145438837.914	454177305.69	608651740.133	427059422.613	177404.994684	653677580.473	
84000	628506777.838	152393301.443	196060960.541	27636980.7326	148964499.974	465187265.053	623406398.371	437412002.607	181705.565755	669523734.623	
85000	643560299.019	156043311.072	200756865.066	28298920.889	152532385.532	476329080.216	638337759.103	447888565.595	186057.640672	685559663.074	
86000	658791968.38	159736516.082	205508342.427	28968694.6568	156142494.588	487602751.18	653445822.329	458489111.576	190461.219434	701785365.826	
87000	674201785.921	163472916.472	210315392.621	29646302.0358	159794827.141	499008277.945	668730588.048	469213640.552	194916.302041	718200842.88	
88000	689789751.641	167252512.242	215178015.65	30331743.0262	163489383.192	510545660.511	684192056.262	480062152.521	199422.888493	734806094.235	
89000	705555865.541	171075303.392	220096211.514	31025017.6279	167226162.74	522214898.878	699830226.969	491034647.484	203980.978791	751601119.89	
90000	721500127.62	174941289.922	225069980.213	31726125.841	171005165.787	534015993.045	715645100.171	502131125.442	208590.572933	768585919.848	
91000	737622537.88	178850471.833	230099321.746	32435067.6653	174826392.331	545948943.013	731636675.866	513351586.393	213251.670921	785760494.106	
92000	753923096.318	182802849.123	235184236.114	33151843.101	178689842.373	558013748.782	747804954.055	524696030.338	217964.272754	803124842.665	
93000	770401802.937	186798421.795	240324723.316	33876452.148	182595515.912	570210410.352	764149934.738	536164457.277	222728.378432	820678965.526	
94000	787058657.735	190837189.846	245520783.353	34608894.8063	186543412.95	582538927.722	780671617.914	547756867.21	227543.987956	838422862.688	
95000	803893660.713	194919153.277	250772416.225	35349171.0759	190533533.485	594999300.893	797370003.585	559473260.137	232411.101324	856356534.151	
96000	820906811.87	199044312.089	256079621.931	36097280.9568	194565877.517	607591529.865	814245091.75	571313636.058	237329.718538	874479979.915	
97000	838098111.207	203212666.281	261442400.472	36853224.4491	198640445.048	620315614.637	831296882.408	583277994.973	242299.839596	892793199.981	
98000	855467558.724	207424215.853	266860751.848	37617001.5527	202757236.076	633171555.211	848525375.56	595366336.882	247321.4645	911296194.348	
99000	873015154.421	211678960.806	272334676.058	38388612.2676	206916250.602	646159351.585	865930571.206	607578661.784	252394.593249	929988963.016	
